,instance_id,gesture_id,country,highest-level UNGeoScheme,lowest-level UNGeoScheme,Inglehart–Welzel cluster,user_id,meaning,offensive_usage_scenarios,non_offensive_usage_scenarios,offensiveness_score,confidence_score,unsure_explanation
1231,ID_WAsia_Noff2_8,Index finger pointing,Cyprus,Asia,Western Asia,West and South Asia,65f19a1fe38352676f83d5f0,Pointing at someone in Cyprus in does not have a meaning.,, they point at the person their talking about.,Not Offensive/Appropriate/No Meaning,4,
1232,ID_WAsia_Noff2_8,Index finger pointing,Cyprus,Asia,Western Asia,West and South Asia,66658d8cecac3856fcb2603d,I don't know.,"Again, I'm not sure.","Well, if someone uses this gesture to charitably help point out to a passerby a particular place they may be seeking to find.",Unsure,5,Because twice in my life I visited Cyprus and nobody ever explained to me anything to do with this gesture.
1233,ID_WAsia_Noff2_8,Index finger pointing,Cyprus,Asia,Western Asia,West and South Asia,65f09037dab7d53d46581c69,Not sure.,,Its just pointing,Not Offensive/Appropriate/No Meaning,3,
1234,ID_WAsia_Noff2_8,Index finger pointing,Cyprus,Asia,Western Asia,West and South Asia,65fad0d7bc6f847ef67f60c4,This means in most contexts pointing at something.,,Pointing at someone.,Not Offensive/Appropriate/No Meaning,4,
1235,ID_WAsia_Noff2_8,Index finger pointing,Cyprus,Asia,Western Asia,West and South Asia,65f046ffdf118642b3275e9d,,,,Unsure,5,"I dont live in cyprus, idk."
1236,ID_WA_9,Open palm with fingers spread,Iraq,Asia,Western Asia,African-Islamic,65196de23c6c6b6ab5520eec,"It implies the other person this gesture is directed at, to be a lesser one, one that does not deserve respect ","As two people argue in a disagreement, using this gesture might tease the other person into using aggression/physical combat, due to its view as a mockery sign",,Offensive/Obscene,4,
1237,ID_WA_9,Open palm with fingers spread,Iraq,Asia,Western Asia,African-Islamic,5c0ed000fd0c0a0001f881ea,I don't know,I don't know,I don't know,Unsure,5,I don't familiar with Iraq gestures
1238,ID_WA_9,Open palm with fingers spread,Iraq,Asia,Western Asia,African-Islamic,6100e78476705f4052156cef,I don't believe it has a meaning,,Unsure if any exist,Not Offensive/Appropriate/No Meaning,4,
1239,ID_WA_9,Open palm with fingers spread,Iraq,Asia,Western Asia,African-Islamic,65f046ffdf118642b3275e9d,In your face.,trying to converse with someone on a specific topic and they don’t agree with your opinion so they do that.,,Offensive/Obscene,4,
1240,ID_WA_9,Open palm with fingers spread,Iraq,Asia,Western Asia,African-Islamic,668796f32bb0599e8ff9bfef,"I think it means that you have something against that person, it can be seen as offensive. ","all scenario, between people that are fighting, on the street, in home.",,Offensive/Obscene,4,
1241,ID_WAsia_Noff2_9,Show sole of shoe or feet,Azerbaijan,Asia,Western Asia,African-Islamic,65f906167fc6f6212c9c65f7,Disrespect for the other person talking.,This gesture would mostly be found to be offensive in formal settings.,,Rude/Impolite/Inappropriate/Disrespectful,5,
1242,ID_WAsia_Noff2_9,Show sole of shoe or feet,Azerbaijan,Asia,Western Asia,African-Islamic,65f072777e0ef4581b23117e,I don't know but in ksa is meaningless,"If we are not brothers and we do not know each other and he raised his feet in front of me, then that is disrespect",,Rude/Impolite/Inappropriate/Disrespectful,5,
1243,ID_WAsia_Noff2_9,Show sole of shoe or feet,Azerbaijan,Asia,Western Asia,African-Islamic,65f0956ea6b0d0b8762bc722,"I believe it's just a sign for being disrespectful rather than an outright ""insult""",Basically telling the person or people they are something lowly,,Offensive/Obscene,5,
1244,ID_WAsia_Noff2_9,Show sole of shoe or feet,Azerbaijan,Asia,Western Asia,African-Islamic,66014c3784d0bb500b6f35b4,its rude and disrespectful to raise ur feet on the table,in formal settings,,Rude/Impolite/Inappropriate/Disrespectful,4,
1245,ID_WAsia_Noff2_9,Show sole of shoe or feet,Azerbaijan,Asia,Western Asia,African-Islamic,664b320a102c1c65cf4661fc,Disrespect,Any,Non,Offensive/Obscene,3,
1246,ID_WA_10,Show sole of shoe or feet,Saudi Arabia,Asia,Western Asia,African-Islamic,65196de23c6c6b6ab5520eec,"As the soles/feet are at the bottom of the body, it is perceived as a dirtier part then other body parts, thus showing disrespect to others ","In a variety of scenario, some more offensive then others, for example inside holy places (e.g., mosques)",,Offensive/Obscene,3,
1247,ID_WA_10,Show sole of shoe or feet,Saudi Arabia,Asia,Western Asia,African-Islamic,65f0ae4f838dcca4426e1a44,It implies disrespect as feet are considered unclean.,It would be considered offensive if the person sitting next to you points his feet in your direction ,,Offensive/Obscene,5,
1248,ID_WA_10,Show sole of shoe or feet,Saudi Arabia,Asia,Western Asia,African-Islamic,57cb267a648ff4000166658d,feet are dirty and to show them to someone is insulting....and shoes are used to slap someone ,if you do it in front of  people ,In Western countries its normally ,Rude/Impolite/Inappropriate/Disrespectful,5,
1249,ID_WA_10,Show sole of shoe or feet,Saudi Arabia,Asia,Western Asia,African-Islamic,5ec25b2bcad3b8022c14846d,"Showing the soles of your feet or shoes is considered very rude, as feet are seen as unclean, and it signals great disrespect.","If you lift your feet while sitting down, and they are aimed at a person.",,Rude/Impolite/Inappropriate/Disrespectful,5,
1250,ID_WA_10,Show sole of shoe or feet,Saudi Arabia,Asia,Western Asia,African-Islamic,5f76815c98f49612c8d1dc39,Disrespects them and their culture,"Accommodation at home, meal at a restaurant",,Offensive/Obscene,4,
1251,ID_WAsia_Noff2_10,Quenelle,Georgia,Asia,Western Asia,African-Islamic,65f19a1fe38352676f83d5f0,This hand gesture has no meaning in Georgia.,,If a person does this gesture in front of others it will be okay because the gesture holds no meaning.,Not Offensive/Appropriate/No Meaning,4,
1252,ID_WAsia_Noff2_10,Quenelle,Georgia,Asia,Western Asia,African-Islamic,65f0ae4f838dcca4426e1a44,Maybe it’s used as a salute,Maybe it could be used to make fun of someone,It could maybe be used as a form of respect to elders,Not Offensive/Appropriate/No Meaning,1,
1253,ID_WAsia_Noff2_10,Quenelle,Georgia,Asia,Western Asia,African-Islamic,66014c3784d0bb500b6f35b4,It reminds people of the hitler regime,anywhere and anytime,,Offensive/Obscene,4,
1254,ID_WAsia_Noff2_10,Quenelle,Georgia,Asia,Western Asia,African-Islamic,65fad0d7bc6f847ef67f60c4,"Im pretty sure this gesture has two meanings, either something like the middle finger’s use, or anti-jewish sign (im not completely sure of this one), which is basically hateful towards a group of people, not approved.","Any situation by now really, especially around jewish people i suppose.",,Hateful,3,
1255,ID_WAsia_Noff2_10,Quenelle,Georgia,Asia,Western Asia,African-Islamic,664b320a102c1c65cf4661fc,Don’t know,,Don’t know,Not Offensive/Appropriate/No Meaning,4,
1256,ID_WA_11,Show sole of shoe or feet,Iraq,Asia,Western Asia,African-Islamic,64df4492331cb9b27ffda6b9,It's rude because it shows lack of respect to the place ,"At work, at the mosque, at someone's house",,Rude/Impolite/Inappropriate/Disrespectful,3,
1257,ID_WA_11,Show sole of shoe or feet,Iraq,Asia,Western Asia,African-Islamic,65f0956ea6b0d0b8762bc722,"I'm guessing it could be used as an insult there, or something demeaning if not outright insulting","In the middle of an argument, to use it as a non physical mean to ""attack"" someone.",,Rude/Impolite/Inappropriate/Disrespectful,3,
1258,ID_WA_11,Show sole of shoe or feet,Iraq,Asia,Western Asia,African-Islamic,615717bc21a6b32aefd0aa49,trying to show your opponent that they are beneath you,during a meeting between a manager and an employee,,Rude/Impolite/Inappropriate/Disrespectful,3,
1259,ID_WA_11,Show sole of shoe or feet,Iraq,Asia,Western Asia,African-Islamic,60fd053ac146296b31df4c04,"Showing the bottom of your feet, which are considered dirty, might imply disrespect",At a restaurant or public area,,Rude/Impolite/Inappropriate/Disrespectful,3,
1260,ID_WAsia_Noff2_11,The cutis,Armenia,Asia,Western Asia,Orthodox Europe,65f0ae4f838dcca4426e1a44,It could be used to tease someonr,It could be used to tease and bully other kids,,Rude/Impolite/Inappropriate/Disrespectful,1,
1261,ID_WAsia_Noff2_11,The cutis,Armenia,Asia,Western Asia,Orthodox Europe,66658d8cecac3856fcb2603d,"It's basically the equivalent of ""screw you,"" and possibly ""screw your family,"" as well. Not only in Armenia but also in other countries as far as I know.",As far as I know? It's considered offensive in ANY scenario.,,Offensive/Obscene,5,
1262,ID_WAsia_Noff2_11,The cutis,Armenia,Asia,Western Asia,Orthodox Europe,65f0956ea6b0d0b8762bc722,Never seen this gesture before,Never seen this gesture before,Never seen this gesture before,Unsure,5,Never seen this gesture before
1263,ID_WAsia_Noff2_11,The cutis,Armenia,Asia,Western Asia,Orthodox Europe,65f0616d432e9d9d3013ecc5,i dont any idea ,not sure,i dont have any,Unsure,5,I dont in armenia
1264,ID_WAsia_Noff2_11,The cutis,Armenia,Asia,Western Asia,Orthodox Europe,65fb17f660a83e07faf0e540,It means  one is extending Seductive message in a disrespectful manner.,If accompanied by a suggestive look on the face,,free_response,4,
1265,ID_WA_12,Show sole of shoe or feet,Lebanon,Asia,Western Asia,African-Islamic,64df4492331cb9b27ffda6b9,Lack of respect,"At work, at the library, at home",,Rude/Impolite/Inappropriate/Disrespectful,3,
1266,ID_WA_12,Show sole of shoe or feet,Lebanon,Asia,Western Asia,African-Islamic,65f0956ea6b0d0b8762bc722,"I think it can be a form of an insult, personally not seen it used, but phrases at times imply a lot of people use it as an insult.",In an argument when someone were to imply the other person isn't worthy of their time or deserve any respect,,Rude/Impolite/Inappropriate/Disrespectful,5,
1267,ID_WA_12,Show sole of shoe or feet,Lebanon,Asia,Western Asia,African-Islamic,6100e78476705f4052156cef,Implying the other person is beneath you,In an office setting with a coworker,,Rude/Impolite/Inappropriate/Disrespectful,4,
1268,ID_WA_12,Show sole of shoe or feet,Lebanon,Asia,Western Asia,African-Islamic,60fd053ac146296b31df4c04,"Feet are seen as unclean, so the gesture may imply disrespect","At a restaurant, a family member's house",,Rude/Impolite/Inappropriate/Disrespectful,2,
1269,ID_WAsia_Noff2_12,Three-Finger Salute,Georgia,Asia,Western Asia,African-Islamic,65f19a1fe38352676f83d5f0,This hand gesture holds no meaning in Georgia.,,If a person does this gesture it will not be considered offensive because the gesture holds no meaning in Georgia.,Not Offensive/Appropriate/No Meaning,5,
1270,ID_WAsia_Noff2_12,Three-Finger Salute,Georgia,Asia,Western Asia,African-Islamic,66658d8cecac3856fcb2603d,I don't know.,"Again, I don't know.","Sorry, once again, I just don't know.",Unsure,4,"My understanding is that this gesture was inspired by The Hunger Games and was used as a symbol of protest against various governments in Asia. However, I am unsure of how Georgians interpret the gesture."
1271,ID_WAsia_Noff2_12,Three-Finger Salute,Georgia,Asia,Western Asia,African-Islamic,66014c3784d0bb500b6f35b4,Its actually showing support for women.,,When trying to show support for women in any case.,Not Offensive/Appropriate/No Meaning,4,
1272,ID_WAsia_Noff2_12,Three-Finger Salute,Georgia,Asia,Western Asia,African-Islamic,65f0616d432e9d9d3013ecc5,It is used as a salute in Georgia    ,,Its used as counting or how much u want of something,Not Offensive/Appropriate/No Meaning,4,
1273,ID_WAsia_Noff2_12,Three-Finger Salute,Georgia,Asia,Western Asia,African-Islamic,65fb17f660a83e07faf0e540,A salute by a police office as a sign of respect.,,"If used as a sign of respect while saluting, used by police officers.",Not Offensive/Appropriate/No Meaning,5,
1274,ID_WA_13,Show sole of shoe or feet,Turkey,Asia,Western Asia,African-Islamic,65f19a1fe38352676f83d5f0,It is a sign of disrespect and being rude.,putting the sole of your shoes on a table while out with friends at a cafe.,,Rude/Impolite/Inappropriate/Disrespectful,5,
1275,ID_WA_13,Show sole of shoe or feet,Turkey,Asia,Western Asia,African-Islamic,5c0ed000fd0c0a0001f881ea,No special meaning,,friend party,Not Offensive/Appropriate/No Meaning,2,
1276,ID_WA_13,Show sole of shoe or feet,Turkey,Asia,Western Asia,African-Islamic,6100e78476705f4052156cef,That the other person is beneath you,Within a professional environment,,Rude/Impolite/Inappropriate/Disrespectful,3,
1277,ID_WA_13,Show sole of shoe or feet,Turkey,Asia,Western Asia,African-Islamic,60fd053ac146296b31df4c04,"Feet are dirty, so it might imply disrespect",At a restaurant or someone's house,,Rude/Impolite/Inappropriate/Disrespectful,3,
1278,ID_WA_13,Show sole of shoe or feet,Turkey,Asia,Western Asia,African-Islamic,668796f32bb0599e8ff9bfef,"Its shows disrespect, as feet are seen as unclean, and you're showing the soles of your feet to the person in front of you. ","scenarios where you're sitting in a meeting, at work, restaurant, any public place that isn't your home.",,Rude/Impolite/Inappropriate/Disrespectful,5,
1279,ID_WAsia_Noff2_13,Curled finger,Georgia,Asia,Western Asia,African-Islamic,65f906167fc6f6212c9c65f7,Depending on the context it could be seen as an invitation to fight or an invitation to a person that the one making the gesture is interested in.,"During an argument, as an invitation to a fight.   ",An invitation to someone that the person gesturing is interested in.,Not Offensive/Appropriate/No Meaning,4,
1280,ID_WAsia_Noff2_13,Curled finger,Georgia,Asia,Western Asia,African-Islamic,65f072777e0ef4581b23117e,i dont know but here in sudi it's meaningless,,It doesn't make any sense in all situations.,Not Offensive/Appropriate/No Meaning,4,
1281,ID_WAsia_Noff2_13,Curled finger,Georgia,Asia,Western Asia,African-Islamic,65f0956ea6b0d0b8762bc722,Never seen this gesture before,Never seen this gesture before,Never seen this gesture before,Unsure,3,Never seen this gesture before
1282,ID_WAsia_Noff2_13,Curled finger,Georgia,Asia,Western Asia,African-Islamic,65fad0d7bc6f847ef67f60c4,"Not very confident with this answer, but each interpent it in different ways which makes it difficult to decide what it means. It can be used to just call someone, or just, a whole lot of offensive reasons.","In scenarios, it can be taken as treating someone like an animal, or to just mean something sexual, making it offensive at multiple scenarios",,free_response,2,
1283,ID_WAsia_Noff2_13,Curled finger,Georgia,Asia,Western Asia,African-Islamic,65fb17f660a83e07faf0e540,A sign for hook,,To show a sign for hook,Not Offensive/Appropriate/No Meaning,5,
1284,ID_WA_14,Five Fathers ,Saudi Arabia,Asia,Western Asia,African-Islamic,65f19a1fe38352676f83d5f0,This hand gesture is considered offensive in Saudi Arabia because it is used to refer to a someone's mother as promiscuous.,If a person uses this gesture to try to offend another person's parents.,,Offensive/Obscene,4,
1285,ID_WA_14,Five Fathers ,Saudi Arabia,Asia,Western Asia,African-Islamic,65f0956ea6b0d0b8762bc722,Never heard of such a gesture before,Never heard of such a gesture before,Never heard of such a gesture before,Unsure,3,Never heard of such a gesture before
1286,ID_WA_14,Five Fathers ,Saudi Arabia,Asia,Western Asia,African-Islamic,6100e78476705f4052156cef,Nothing,,,Not Offensive/Appropriate/No Meaning,3,
1287,ID_WA_14,Five Fathers ,Saudi Arabia,Asia,Western Asia,African-Islamic,5ec25b2bcad3b8022c14846d,It implies you have 5 fathers. which suggests the persons mother is a whore.,"In any situation, it's considered offensive.",,Offensive/Obscene,5,
